 ,Signup_Date,Cancel_Date,Plan_Type,Country,Industry,Monthly_Recurring_Revenue,Total_Contract_Value,Payment_Method,Currency,Churned,Customer Status,Is_Active,Active Months,Churn_Reason,NPS_Score,NPS_Scrore_Clean,Support_Tickets_Opened,Acquisition_Channel,Is_Referral_Customer,Region,Cohort_Month,Column1
CUST1765,2023-01-28,2023-10-20,Enterprise,United States,E-commerce,199,1592,PayPal,GBP,Yes,Churned,0,8,Other,,No Score,3,Organic,No,Europe,2023-01,
CUST1766,2023-01-04,2024-02-03,Basic,United States,E-commerce,29,377,PayPal,GBP,Yes,Churned,0,12,Bugs,,No Score,0,Organic,No,Asia,2023-01,
CUST1767,2024-01-08,2024-03-07,Pro,United Kingdom,HealthTech,79,79,Wire,EUR,Yes,Churned,0,1,Switched to Competitor,,No Score,1,Referral,No,Other,2024-01,
CUST1768,2023-04-24,,Basic,India,Real Estate,29,406,PayPal,USD,No,Active,1,14,Not Provided,,No Score,2,Referral,No,Other,2023-04,
CUST1769,2023-07-30,,Basic,India,Marketing,29,319,Wire,EUR,No,Active,1,11,Not Provided,,No Score,2,Organic,No,Europe,2023-07,
CUST1770,2024-05-12,2024-06-17,Basic,Canada,Fintech,29,29,PayPal,GBP,Yes,Churned,0,1,Not Provided,6,6,1,Partnership,No,Asia,2024-05,
CUST1771,2024-04-15,2024-06-12,Pro,United States,Fintech,79,79,Card,USD,Yes,Churned,0,1,Switched to Competitor,,No Score,0,Referral,No,Other,2024-04,
CUST1772,2024-01-21,2024-05-13,Enterprise,Germany,HealthTech,199,597,Wire,USD,Yes,Churned,0,3,Bugs,,No Score,1,Organic,No,Europe,2024-01,
CUST1773,2024-05-28,,Enterprise,Canada,Fintech,199,199,Card,EUR,No,Active,1,1,Not Provided,,No Score,0,Referral,No,North America,2024-05,
CUST1774,2023-01-26,2023-06-17,Pro,Germany,Marketing,79,316,Wire,USD,Yes,Churned,0,4,Other,,No Score,3,Paid,No,Europe,2023-01,
CUST1775,2024-04-13,,Basic,United States,E-commerce,29,58,Wire,EUR,No,Active,1,2,Not Provided,,No Score,0,Paid,No,Other,2024-04,
CUST1776,2023-11-25,2024-02-21,Basic,United States,Fintech,29,58,Card,GBP,Yes,Churned,0,2,Bugs,,No Score,1,Partnership,Yes,Other,2023-11,
CUST1777,2024-03-07,,Basic,United States,HealthTech,29,87,Wire,GBP,No,Active,1,3,Not Provided,8,8,0,Referral,Yes,North America,2024-03,
CUST1778,2023-03-31,,Pro,India,Marketing,79,1185,Card,EUR,No,Active,1,14,Not Provided,,No Score,1,Referral,No,Asia,2023-03,
CUST1779,2023-06-13,2023-10-24,Basic,United States,Real Estate,29,116,Card,EUR,Yes,Churned,0,4,No Value,,No Score,0,Partnership,No,North America,2023-06,
CUST1780,2023-04-25,,Pro,Australia,Marketing,79,1106,PayPal,USD,No,Active,1,14,Not Provided,,No Score,1,Referral,No,Europe,2023-04,
CUST1781,2023-10-08,,Basic,Australia,Real Estate,29,232,PayPal,EUR,No,Active,1,8,Not Provided,,No Score,0,Organic,Yes,Europe,2023-10,
CUST1782,2023-11-24,,Basic,United States,E-commerce,29,203,Card,EUR,No,Active,1,7,Not Provided,,No Score,0,Organic,No,Other,2023-11,
CUST1783,2023-10-02,,Basic,Australia,Real Estate,29,261,Wire,GBP,No,Active,1,8,Not Provided,8,8,1,Paid,Yes,Africa,2023-10,
CUST1784,2023-03-11,2023-09-24,Basic,Canada,E-commerce,29,174,PayPal,GBP,Yes,Churned,0,6,No Value,,No Score,2,Referral,No,Europe,2023-03,
CUST1785,2024-04-05,2024-05-18,Enterprise,United States,E-commerce,199,199,Card,EUR,Yes,Churned,0,1,Switched to Competitor,,No Score,1,Organic,No,Africa,2024-04,
CUST1786,2024-02-26,,Basic,Nigeria,Marketing,29,116,Card,USD,No,Active,1,4,Not Provided,10,10,0,Organic,No,Africa,2024-02,
CUST1787,2023-08-28,,Basic,United States,EdTech,29,290,Wire,USD,No,Active,1,10,Not Provided,,No Score,1,Referral,No,North America,2023-08,
CUST1788,2023-09-13,,Pro,Canada,Marketing,79,711,PayPal,EUR,No,Active,1,9,Not Provided,,No Score,0,Paid,No,North America,2023-09,
CUST1789,2023-05-09,,Basic,United Kingdom,HealthTech,29,377,PayPal,GBP,No,Active,1,13,Not Provided,,No Score,2,Partnership,No,Other,2023-05,
CUST1790,2023-05-04,,Enterprise,United States,E-commerce,199,2786,Card,EUR,No,Active,1,13,Not Provided,10,10,1,Organic,No,Asia,2023-05,
CUST1791,2024-04-10,,Basic,Nigeria,E-commerce,29,58,Wire,USD,No,Active,1,2,Not Provided,6,6,0,Referral,No,Africa,2024-04,
CUST1792,2023-01-03,,Basic,Australia,Fintech,29,522,Wire,GBP,No,Active,1,17,Not Provided,4,4,0,Paid,No,Europe,2023-01,
CUST1793,2023-03-16,,Basic,United States,E-commerce,29,435,Card,USD,No,Active,1,15,Not Provided,,No Score,0,Organic,Yes,Europe,2023-03,
CUST1794,2023-05-27,,Pro,Nigeria,Marketing,79,1027,Wire,USD,No,Active,1,13,Not Provided,10,10,3,Partnership,Yes,Africa,2023-05,
CUST1795,2023-04-11,,Pro,Nigeria,EdTech,79,1106,Card,EUR,No,Active,1,14,Not Provided,,No Score,3,Partnership,Yes,Europe,2023-04,
CUST1796,2024-03-18,2024-06-14,Pro,United States,Fintech,79,158,Card,EUR,Yes,Churned,0,2,Pricing,2,2,2,Referral,No,Other,2024-03,
CUST1797,2023-04-22,,Enterprise,India,HealthTech,199,2786,Card,EUR,No,Active,1,14,Not Provided,,No Score,0,Referral,No,Europe,2023-04,
CUST1798,2024-05-11,,Pro,India,Fintech,79,79,Card,GBP,No,Active,1,1,Not Provided,5,5,2,Organic,No,Europe,2024-05,
CUST1799,2024-01-13,,Pro,United Kingdom,Fintech,79,395,Card,USD,No,Active,1,5,Not Provided,8,8,0,Organic,No,Asia,2024-01,
CUST1800,2023-01-07,,Basic,United States,Real Estate,29,522,Wire,USD,No,Active,1,17,Not Provided,6,6,1,Referral,No,Asia,2023-01,
CUST1801,2023-08-02,2024-01-17,Basic,Australia,HealthTech,29,145,Card,EUR,Yes,Churned,0,5,Bugs,,No Score,0,Paid,No,Europe,2023-08,
CUST1802,2023-07-22,,Basic,United States,Real Estate,29,319,PayPal,GBP,No,Active,1,11,Not Provided,,No Score,2,Referral,No,North America,2023-07,
CUST1803,2023-03-31,2023-06-04,Basic,United States,Fintech,29,58,PayPal,GBP,Yes,Churned,0,2,No Value,3,3,0,Partnership,No,Europe,2023-03,
CUST1804,2023-03-01,,Pro,United States,E-commerce,79,1264,PayPal,USD,No,Active,1,15,Not Provided,9,9,1,Organic,No,Asia,2023-03,
CUST1805,2023-12-15,2024-02-18,Pro,Germany,Fintech,79,158,PayPal,GBP,Yes,Churned,0,2,Pricing,6,6,0,Organic,No,Other,2023-12,
CUST1806,2023-11-08,,Pro,Canada,Fintech,79,553,Card,USD,No,Active,1,7,Not Provided,3,3,0,Organic,No,Other,2023-11,
CUST1807,2023-12-03,,Basic,Germany,HealthTech,29,203,PayPal,GBP,No,Active,1,6,Not Provided,2,2,0,Organic,No,Other,2023-12,
CUST1808,2024-03-15,,Basic,Australia,Real Estate,29,87,Wire,GBP,No,Active,1,3,Not Provided,,No Score,2,Organic,No,Other,2024-03,
CUST1809,2023-04-16,,Pro,Nigeria,EdTech,79,1106,Wire,GBP,No,Active,1,14,Not Provided,,No Score,0,Paid,No,Other,2023-04,
CUST1810,2023-10-16,2024-03-05,Basic,United States,Real Estate,29,116,Card,USD,Yes,Churned,0,4,Other,8,8,0,Organic,No,Asia,2023-10,
CUST1811,2023-10-27,2023-12-03,Pro,United States,HealthTech,79,79,Wire,USD,Yes,Churned,0,1,Bugs,,No Score,0,Paid,No,Asia,2023-10,
CUST1812,2023-07-08,,Basic,Canada,HealthTech,29,319,Card,EUR,No,Active,1,11,Not Provided,,No Score,0,Paid,No,Africa,2023-07,
CUST1813,2023-09-28,,Basic,United Kingdom,Real Estate,29,261,Card,EUR,No,Active,1,9,Not Provided,6,6,0,Organic,No,Other,2023-09,
CUST1814,2024-05-27,,Pro,Canada,E-commerce,79,79,PayPal,EUR,No,Active,1,1,Not Provided,0,0,2,Organic,No,Asia,2024-05,
CUST1815,2024-05-19,,Basic,India,Marketing,29,29,Card,GBP,No,Active,1,1,Not Provided,1,1,0,Referral,No,Africa,2024-05,
CUST1816,2023-12-09,2024-06-06,Pro,Australia,EdTech,79,474,PayPal,EUR,Yes,Churned,0,5,No Value,5,5,0,Paid,No,North America,2023-12,
CUST1817,2024-02-03,,Basic,United States,Fintech,29,116,Wire,USD,No,Active,1,4,Not Provided,1,1,1,Paid,Yes,Other,2024-02,
CUST1818,2024-01-27,,Enterprise,India,EdTech,199,995,PayPal,GBP,No,Active,1,5,Not Provided,4,4,1,Organic,No,Asia,2024-01,
CUST1819,2024-05-18,2024-06-26,Pro,Nigeria,Real Estate,79,79,Wire,USD,Yes,Churned,0,1,Switched to Competitor,,No Score,1,Paid,No,North America,2024-05,
CUST1820,2023-09-12,,Basic,Germany,Fintech,29,261,PayPal,GBP,No,Active,1,9,Not Provided,8,8,0,Organic,No,Asia,2023-09,
CUST1821,2023-10-17,,Enterprise,Germany,E-commerce,199,1592,PayPal,USD,No,Active,1,8,Not Provided,3,3,0,Organic,No,Asia,2023-10,
CUST1822,2023-01-05,2023-04-09,Basic,United States,Real Estate,29,87,Wire,EUR,Yes,Churned,0,3,No Value,6,6,1,Organic,No,Europe,2023-01,
CUST1823,2024-04-27,2024-06-16,Enterprise,United States,E-commerce,199,199,Card,EUR,Yes,Churned,0,1,Switched to Competitor,,No Score,1,Organic,No,Africa,2024-04,
CUST1824,2023-10-20,,Pro,United States,HealthTech,79,632,Card,EUR,No,Active,1,8,Not Provided,,No Score,1,Organic,No,Asia,2023-10,
CUST1825,2023-04-21,,Basic,Germany,Fintech,29,406,Card,USD,No,Active,1,14,Not Provided,,No Score,0,Paid,No,North America,2023-04,
CUST1826,2024-03-12,,Basic,Canada,Marketing,29,87,Card,EUR,No,Active,1,3,Not Provided,,No Score,1,Paid,No,Asia,2024-03,
CUST1827,2023-09-23,2023-10-23,Enterprise,Germany,Real Estate,199,199,Card,GBP,Yes,Churned,0,1,Bugs,5,5,0,Referral,No,Africa,2023-09,
CUST1828,2024-04-02,,Enterprise,United States,E-commerce,199,398,PayPal,GBP,No,Active,1,2,Not Provided,3,3,1,Partnership,No,Asia,2024-04,
CUST1829,2023-08-03,2023-10-24,Basic,United States,Marketing,29,58,Wire,USD,Yes,Churned,0,2,Bugs,7,7,2,Paid,No,Other,2023-08,
CUST1830,2023-02-18,2024-06-15,Basic,Canada,EdTech,29,464,Wire,EUR,Yes,Churned,0,15,No Value,4,4,0,Organic,No,Africa,2023-02,
CUST1831,2023-05-13,,Pro,Germany,Marketing,79,1027,Wire,EUR,No,Active,1,13,Not Provided,,No Score,0,Referral,Yes,Asia,2023-05,
CUST1832,2023-01-21,,Pro,Nigeria,Real Estate,79,1343,Wire,USD,No,Active,1,17,Not Provided,,No Score,0,Organic,Yes,Africa,2023-01,
CUST1833,2023-04-25,,Basic,United States,EdTech,29,406,Wire,EUR,No,Active,1,14,Not Provided,1,1,3,Partnership,No,Asia,2023-04,
CUST1834,2023-04-30,,Basic,United States,Marketing,29,406,PayPal,USD,No,Active,1,14,Not Provided,,No Score,0,Referral,Yes,Other,2023-04,
CUST1835,2024-05-19,,Basic,Canada,E-commerce,29,29,Wire,EUR,No,Active,1,1,Not Provided,,No Score,1,Organic,No,Africa,2024-05,
CUST1836,2023-05-05,,Pro,United States,E-commerce,79,1106,Wire,GBP,No,Active,1,13,Not Provided,10,10,0,Organic,No,Europe,2023-05,
CUST1837,2024-01-04,,Basic,United States,E-commerce,29,145,PayPal,GBP,No,Active,1,5,Not Provided,3,3,0,Referral,Yes,Africa,2024-01,
CUST1838,2024-01-07,,Basic,Canada,E-commerce,29,145,Wire,EUR,No,Active,1,5,Not Provided,,No Score,1,Organic,No,Africa,2024-01,
CUST1839,2024-03-17,,Pro,United States,EdTech,79,237,PayPal,GBP,No,Active,1,3,Not Provided,7,7,0,Organic,No,Africa,2024-03,
CUST1840,2023-03-18,,Pro,Canada,EdTech,79,1185,Wire,USD,No,Active,1,15,Not Provided,4,4,1,Organic,No,Asia,2023-03,
CUST1841,2024-05-15,,Pro,India,HealthTech,79,79,Wire,GBP,No,Active,1,1,Not Provided,,No Score,0,Organic,No,Europe,2024-05,
CUST1842,2024-02-03,2024-06-28,Pro,United States,Fintech,79,316,PayPal,GBP,Yes,Churned,0,4,Bugs,5,5,1,Referral,No,Asia,2024-02,
CUST1843,2023-12-12,,Enterprise,United States,HealthTech,199,1194,Card,EUR,No,Active,1,6,Not Provided,1,1,0,Referral,No,Other,2023-12,
CUST1844,2023-11-13,,Basic,Australia,E-commerce,29,203,Card,USD,No,Active,1,7,Not Provided,,No Score,0,Organic,No,Other,2023-11,
CUST1845,2023-07-15,2024-06-27,Basic,United Kingdom,Real Estate,29,319,PayPal,USD,Yes,Churned,0,11,Switched to Competitor,,No Score,1,Paid,No,Asia,2023-07,
CUST1846,2024-02-19,,Pro,United States,EdTech,79,316,PayPal,GBP,No,Active,1,4,Not Provided,,No Score,1,Organic,No,North America,2024-02,
CUST1847,2023-02-09,,Basic,Nigeria,Marketing,29,464,Wire,EUR,No,Active,1,16,Not Provided,3,3,0,Organic,No,Asia,2023-02,
CUST1848,2024-01-31,2024-04-02,Basic,Australia,Real Estate,29,58,PayPal,EUR,Yes,Churned,0,2,Bugs,0,0,0,Organic,No,Africa,2024-01,
CUST1849,2023-11-10,,Basic,Australia,E-commerce,29,203,Card,EUR,No,Active,1,7,Not Provided,,No Score,0,Referral,No,North America,2023-11,
CUST1850,2024-04-18,,Basic,Canada,Marketing,29,58,Wire,EUR,No,Active,1,2,Not Provided,5,5,1,Partnership,No,Other,2024-04,
CUST1851,2023-06-10,,Enterprise,United States,HealthTech,199,2388,Wire,EUR,No,Active,1,12,Not Provided,,No Score,1,Partnership,No,Other,2023-06,
CUST1852,2023-11-01,,Pro,India,EdTech,79,632,Card,GBP,No,Active,1,7,Not Provided,8,8,0,Paid,Yes,Africa,2023-11,
CUST1853,2023-08-04,,Basic,Canada,Real Estate,29,319,Wire,GBP,No,Active,1,10,Not Provided,,No Score,1,Paid,No,Other,2023-08,
CUST1854,2023-03-27,,Basic,India,Real Estate,29,435,Wire,GBP,No,Active,1,15,Not Provided,,No Score,2,Paid,No,North America,2023-03,
CUST1855,2023-10-15,,Basic,Nigeria,Real Estate,29,232,PayPal,EUR,No,Active,1,8,Not Provided,,No Score,1,Referral,No,North America,2023-10,
CUST1856,2024-02-18,,Enterprise,Australia,Real Estate,199,796,PayPal,USD,No,Active,1,4,Not Provided,6,6,0,Paid,Yes,Asia,2024-02,
CUST1857,2023-05-05,,Basic,Germany,Fintech,29,406,Card,GBP,No,Active,1,13,Not Provided,,No Score,0,Paid,Yes,Africa,2023-05,
CUST1858,2023-09-23,,Pro,India,E-commerce,79,711,Card,USD,No,Active,1,9,Not Provided,3,3,0,Paid,No,Other,2023-09,
CUST1859,2024-05-05,,Basic,India,HealthTech,29,29,Wire,EUR,No,Active,1,1,Not Provided,,No Score,0,Paid,No,Europe,2024-05,
CUST1860,2023-01-23,,Enterprise,Germany,EdTech,199,3383,PayPal,GBP,No,Active,1,17,Not Provided,1,1,0,Organic,Yes,Asia,2023-01,
CUST1861,2024-05-22,,Pro,United States,Marketing,79,79,Wire,EUR,No,Active,1,1,Not Provided,,No Score,2,Organic,No,Other,2024-05,
CUST1862,2023-05-27,,Enterprise,United States,EdTech,199,2587,Wire,GBP,No,Active,1,13,Not Provided,1,1,0,Referral,Yes,Asia,2023-05,
CUST1863,2023-06-10,,Basic,United States,E-commerce,29,348,PayPal,USD,No,Active,1,12,Not Provided,8,8,1,Referral,Yes,North America,2023-06,
CUST1864,2023-10-19,2023-12-27,Basic,United States,Real Estate,29,58,PayPal,EUR,Yes,Churned,0,2,No Value,4,4,0,Partnership,Yes,Asia,2023-10,
CUST1865,2024-03-20,,Basic,United States,EdTech,29,87,Wire,GBP,No,Active,1,3,Not Provided,,No Score,0,Paid,Yes,Europe,2024-03,
CUST1866,2023-11-09,2023-12-23,Basic,United States,Real Estate,29,29,PayPal,GBP,Yes,Churned,0,1,Pricing,,No Score,0,Organic,No,Africa,2023-11,
CUST1867,2023-09-30,,Basic,United States,HealthTech,29,261,Wire,EUR,No,Active,1,9,Not Provided,1,1,2,Organic,Yes,Asia,2023-09,
CUST1868,2024-04-25,,Pro,Australia,HealthTech,79,158,PayPal,EUR,No,Active,1,2,Not Provided,,No Score,0,Paid,No,Other,2024-04,
CUST1869,2024-04-30,2024-06-06,Pro,Nigeria,Fintech,79,79,PayPal,GBP,Yes,Churned,0,1,No Value,4,4,1,Referral,No,Other,2024-04,
CUST1870,2023-04-13,2024-06-18,Enterprise,India,E-commerce,199,2786,Wire,GBP,Yes,Churned,0,14,Bugs,,No Score,1,Referral,No,North America,2023-04,
CUST1871,2023-12-25,,Basic,United Kingdom,Marketing,29,174,Wire,GBP,No,Active,1,6,Not Provided,4,4,2,Paid,No,Other,2023-12,
CUST1872,2023-07-04,,Pro,Nigeria,E-commerce,79,948,Card,EUR,No,Active,1,11,Not Provided,4,4,0,Referral,No,Other,2023-07,
CUST1873,2023-11-26,,Pro,Germany,Real Estate,79,553,Wire,GBP,No,Active,1,7,Not Provided,,No Score,0,Paid,No,Asia,2023-11,
CUST1874,2023-08-11,,Basic,United States,Marketing,29,290,Wire,GBP,No,Active,1,10,Not Provided,,No Score,0,Organic,No,Africa,2023-08,
CUST1875,2024-03-21,,Basic,United States,EdTech,29,87,Wire,EUR,No,Active,1,3,Not Provided,10,10,0,Referral,No,North America,2024-03,
CUST1876,2024-01-02,,Pro,India,Fintech,79,474,Wire,USD,No,Active,1,5,Not Provided,10,10,0,Organic,Yes,North America,2024-01,
CUST1877,2023-11-15,2024-05-10,Basic,United States,E-commerce,29,145,Card,USD,Yes,Churned,0,5,Other,8,8,2,Organic,No,Europe,2023-11,
CUST1878,2024-01-20,,Enterprise,United States,E-commerce,199,995,Wire,USD,No,Active,1,5,Not Provided,2,2,1,Organic,Yes,Europe,2024-01,
CUST1879,2023-07-09,,Basic,India,HealthTech,29,319,Card,USD,No,Active,1,11,Not Provided,,No Score,0,Organic,No,Other,2023-07,
CUST1880,2024-05-08,2024-06-26,Basic,Canada,HealthTech,29,29,PayPal,EUR,Yes,Churned,0,1,Bugs,,No Score,1,Organic,No,Asia,2024-05,
CUST1881,2024-03-30,,Pro,Canada,Fintech,79,237,PayPal,USD,No,Active,1,3,Not Provided,8,8,0,Paid,No,Africa,2024-03,
CUST1882,2023-06-21,2023-12-23,Basic,Canada,Fintech,29,174,Wire,USD,Yes,Churned,0,6,Switched to Competitor,7,7,1,Paid,No,Africa,2023-06,
CUST1883,2024-05-30,2024-06-29,Enterprise,United Kingdom,EdTech,199,199,Card,USD,Yes,Churned,0,0,No Value,0,0,0,Organic,No,Europe,2024-05,
CUST1884,2023-01-13,,Basic,Nigeria,Fintech,29,493,PayPal,USD,No,Active,1,17,Not Provided,7,7,1,Referral,No,Asia,2023-01,
CUST1885,2023-04-07,2023-11-09,Pro,United States,Marketing,79,553,PayPal,GBP,Yes,Churned,0,7,Bugs,,No Score,1,Paid,Yes,Europe,2023-04,
CUST1886,2024-02-11,2024-04-30,Enterprise,Nigeria,HealthTech,199,398,PayPal,USD,Yes,Churned,0,2,Pricing,8,8,1,Organic,Yes,Europe,2024-02,
CUST1887,2023-02-11,,Basic,United Kingdom,EdTech,29,464,PayPal,USD,No,Active,1,16,Not Provided,,No Score,0,Referral,No,Europe,2023-02,
CUST1888,2024-05-21,,Pro,Germany,Real Estate,79,79,PayPal,EUR,No,Active,1,1,Not Provided,,No Score,0,Paid,Yes,Other,2024-05,
CUST1889,2023-07-18,,Enterprise,Germany,E-commerce,199,2189,Card,EUR,No,Active,1,11,Not Provided,,No Score,1,Organic,No,Africa,2023-07,
CUST1890,2024-05-24,,Pro,Australia,Marketing,79,79,Wire,EUR,No,Active,1,1,Not Provided,,No Score,1,Paid,Yes,Africa,2024-05,
CUST1891,2024-02-20,2024-04-09,Basic,Nigeria,Real Estate,29,29,Wire,USD,Yes,Churned,0,1,No Value,2,2,5,Paid,No,Africa,2024-02,
CUST1892,2024-03-11,,Basic,United States,HealthTech,29,87,Wire,EUR,No,Active,1,3,Not Provided,1,1,1,Referral,No,Other,2024-03,
CUST1893,2023-01-29,,Basic,Nigeria,EdTech,29,493,Wire,GBP,No,Active,1,17,Not Provided,6,6,3,Organic,No,North America,2023-01,
CUST1894,2023-01-08,,Pro,Germany,HealthTech,79,1343,PayPal,EUR,No,Active,1,17,Not Provided,2,2,3,Organic,No,Africa,2023-01,
CUST1895,2024-01-23,,Pro,United States,Real Estate,79,395,Card,USD,No,Active,1,5,Not Provided,,No Score,0,Organic,No,Europe,2024-01,
CUST1896,2023-11-02,,Basic,United States,Fintech,29,232,PayPal,EUR,No,Active,1,7,Not Provided,,No Score,2,Paid,No,Asia,2023-11,
CUST1897,2023-03-19,,Basic,United Kingdom,HealthTech,29,435,Wire,GBP,No,Active,1,15,Not Provided,,No Score,1,Partnership,No,Africa,2023-03,
CUST1898,2023-01-04,2024-04-24,Basic,United States,Fintech,29,435,Card,GBP,Yes,Churned,0,15,No Value,6,6,1,Organic,No,North America,2023-01,
CUST1899,2023-06-22,,Enterprise,India,EdTech,199,2388,Wire,EUR,No,Active,1,12,Not Provided,2,2,1,Referral,Yes,Asia,2023-06,
CUST1900,2023-07-30,,Pro,Germany,Marketing,79,869,Wire,GBP,No,Active,1,11,Not Provided,,No Score,1,Partnership,No,Africa,2023-07,
CUST1901,2024-05-11,,Basic,Australia,Marketing,29,29,Wire,EUR,No,Active,1,1,Not Provided,,No Score,2,Referral,No,Other,2024-05,
CUST1902,2023-02-24,,Enterprise,Nigeria,Marketing,199,3184,Card,EUR,No,Active,1,16,Not Provided,,No Score,1,Paid,No,Europe,2023-02,
CUST1903,2024-05-18,2024-06-23,Basic,United Kingdom,EdTech,29,29,Wire,USD,Yes,Churned,0,1,No Value,4,4,2,Organic,No,North America,2024-05,
CUST1904,2023-08-07,,Basic,United Kingdom,Fintech,29,290,Card,GBP,No,Active,1,10,Not Provided,7,7,1,Organic,No,North America,2023-08,
CUST1905,2023-10-10,,Pro,India,EdTech,79,632,PayPal,EUR,No,Active,1,8,Not Provided,1,1,0,Paid,No,North America,2023-10,
CUST1906,2023-06-28,2024-01-21,Pro,United States,E-commerce,79,474,Card,GBP,Yes,Churned,0,6,Not Provided,,No Score,0,Organic,Yes,North America,2023-06,
CUST1907,2023-01-29,,Pro,United Kingdom,HealthTech,79,1343,Wire,EUR,No,Active,1,17,Not Provided,,No Score,1,Paid,No,Africa,2023-01,
CUST1908,2023-09-08,2024-06-01,Basic,Nigeria,HealthTech,29,232,Card,EUR,Yes,Churned,0,8,Not Provided,7,7,0,Paid,No,Africa,2023-09,
CUST1909,2023-10-04,2024-04-04,Pro,United Kingdom,Real Estate,79,474,Wire,USD,Yes,Churned,0,6,Pricing,10,10,0,Paid,No,North America,2023-10,
CUST1910,2024-03-31,,Enterprise,Australia,Real Estate,199,597,PayPal,EUR,No,Active,1,2,Not Provided,6,6,0,Partnership,No,Asia,2024-03,
CUST1911,2024-04-19,2024-05-23,Basic,Canada,Marketing,29,29,PayPal,USD,Yes,Churned,0,1,Switched to Competitor,,No Score,0,Organic,No,Africa,2024-04,
CUST1912,2024-02-14,,Pro,United States,Real Estate,79,316,PayPal,EUR,No,Active,1,4,Not Provided,6,6,1,Organic,No,Africa,2024-02,
CUST1913,2023-10-09,,Pro,United Kingdom,Real Estate,79,632,Card,USD,No,Active,1,8,Not Provided,5,5,1,Organic,No,Other,2023-10,
CUST1914,2024-04-15,,Pro,Canada,HealthTech,79,158,Card,USD,No,Active,1,2,Not Provided,,No Score,2,Referral,Yes,Other,2024-04,
CUST1915,2023-06-19,2023-12-21,Pro,India,E-commerce,79,474,Wire,USD,Yes,Churned,0,6,Switched to Competitor,10,10,0,Referral,No,Europe,2023-06,
CUST1916,2024-03-10,,Basic,Canada,Marketing,29,87,PayPal,EUR,No,Active,1,3,Not Provided,4,4,3,Paid,No,Other,2024-03,
CUST1917,2023-07-11,,Basic,United States,Real Estate,29,319,Card,USD,No,Active,1,11,Not Provided,9,9,3,Referral,Yes,Asia,2023-07,
CUST1918,2023-10-28,,Basic,United Kingdom,Marketing,29,232,Card,GBP,No,Active,1,8,Not Provided,,No Score,0,Organic,No,Europe,2023-10,
CUST1919,2023-08-19,2024-01-01,Enterprise,India,EdTech,199,796,Wire,EUR,Yes,Churned,0,4,Other,,No Score,1,Organic,No,Africa,2023-08,
CUST1920,2023-04-20,,Basic,United Kingdom,Real Estate,29,406,PayPal,USD,No,Active,1,14,Not Provided,,No Score,1,Referral,Yes,Other,2023-04,
CUST1921,2023-01-17,,Basic,India,EdTech,29,493,Card,GBP,No,Active,1,17,Not Provided,0,0,0,Paid,No,Other,2023-01,
CUST1922,2023-03-18,2024-04-25,Pro,Australia,EdTech,79,1027,Wire,USD,Yes,Churned,0,13,Switched to Competitor,2,2,0,Paid,No,Other,2023-03,
CUST1923,2023-12-24,2024-04-01,Pro,Germany,E-commerce,79,237,PayPal,EUR,Yes,Churned,0,3,Not Provided,,No Score,0,Partnership,No,Europe,2023-12,
CUST1924,2023-05-19,,Basic,United States,Marketing,29,377,PayPal,GBP,No,Active,1,13,Not Provided,5,5,1,Paid,No,North America,2023-05,
CUST1925,2023-08-30,,Basic,United Kingdom,Marketing,29,290,Card,GBP,No,Active,1,10,Not Provided,,No Score,2,Referral,No,North America,2023-08,
CUST1926,2023-08-05,,Pro,Germany,HealthTech,79,869,Wire,GBP,No,Active,1,10,Not Provided,,No Score,0,Referral,No,Asia,2023-08,
CUST1927,2024-01-18,,Basic,United Kingdom,HealthTech,29,145,Card,USD,No,Active,1,5,Not Provided,6,6,2,Referral,No,Africa,2024-01,
CUST1928,2023-02-05,2023-07-09,Basic,United States,Real Estate,29,145,Wire,EUR,Yes,Churned,0,5,Other,3,3,0,Referral,No,Other,2023-02,
CUST1929,2023-06-25,,Pro,United States,EdTech,79,948,PayPal,GBP,No,Active,1,12,Not Provided,,No Score,3,Partnership,No,Africa,2023-06,
CUST1930,2024-04-06,2024-06-28,Pro,United Kingdom,HealthTech,79,158,Card,EUR,Yes,Churned,0,2,Pricing,10,10,0,Paid,No,Asia,2024-04,
CUST1931,2024-04-16,2024-06-09,Basic,India,Marketing,29,29,Card,USD,Yes,Churned,0,1,No Value,9,9,0,Paid,No,Asia,2024-04,
CUST1932,2024-01-06,2024-02-05,Basic,India,Real Estate,29,29,PayPal,EUR,Yes,Churned,0,0,Bugs,,No Score,3,Partnership,No,Asia,2024-01,
